order_id,num_products,kg,un,on_demand,total_minutes,seniority,found_rate,picking_speed,accepted_rate,rating,promised_weekday,promised_weekofyear,promised_hour,promised_minute,promised_weekhour,haversine_distance
99d8f2fe37c4f8b54339c3427a598528,19,6.3820000000000014,20.0,0,76.6672071666667,1,0.8723,1.56,0.96,4.88,5,42,15,0,135,3.41810944604241
b7d102c896ffd2424a579a30fbbc7c35,17,1.3,16.0,1,35.5036184,2,0.8969,1.08,0.8,4.84,5,42,15,49,135,1.6604795904020877
bac38f606cc1c0c12fba0cee8f285d2a,1,,1.0,1,39.17332891666671,2,0.75,2.73,0.666666666666667,,5,42,18,29,138,1.5929870167066016
23a81d15b7378971b5436218ecca8055,2,2.0,,0,67.9715620333333,2,0.9041,1.68,0.7058823529411771,4.88,4,42,23,0,119,6.525688203552677
05f49dba11491f806b43c3625b74ccad,19,5.111000000000001,21.0,1,120.267771466667,1,0.9,1.33,0.941176470588235,4.92,5,42,16,59,136,4.265497057486008
c9dc2b4268cbc5c27acbfeb489f7eca1,6,,8.0,0,61.09413315,1,0.8899,1.38,0.92,4.92,5,42,13,0,133,2.014179891621227
9fd51f6f8d2aa0f06e6c76c7314a1ed6,16,0.498,20.0,1,50.3566351166667,1,0.8848,1.4,0.96,4.8,4,42,23,16,119,2.0130534706378445
1359b68144959da1cdc89d9804e7660a,61,1.73,103.0,0,122.140938783333,1,0.8861,1.26,1.0,4.84,5,42,1,0,121,1.7471185910497669
f1b67d8e0e9ecd63cfcafbc4bf273fb6,10,3.145,15.0,0,90.8300442,2,0.8929,1.67,0.76,4.76,5,42,1,0,121,2.820749750915872
a9e6e8d7ca52b601357e0c798b2c1f2d,3,,3.0,1,50.197197566666695,1,0.89,0.98,1.0,5.0,5,42,19,19,139,4.670341558383751
d44e9279c1e00b00cace394de6c94418,17,1.895,18.0,0,146.58440349999995,2,0.8897,2.29,0.64,4.84,5,42,20,0,140,3.5313426063582494
109ab8fda813b5ffc234c5087e5ec0f9,12,0.498,28.0,0,98.8576499833333,1,0.8519,1.6,0.96,4.76,5,42,20,0,140,1.7715405539010993
0fd6323a10bb6c22a3b23216c2e51984,50,9.56,122.0,1,95.9988930833333,1,0.8742,1.14,1.0,4.68,4,42,22,15,118,2.2667831050929137
e1da507f9aaed913f71cc68c404bee90,10,0.5,12.0,1,39.83301105,1,0.8442,1.77,0.92,4.64,4,42,23,18,119,1.7278133141674257
217c4cb85c5144013e9fc9d270cbff88,15,2.502,30.0,0,98.3340841833333,1,0.8917,1.3,0.88,4.96,5,42,17,0,137,5.166486511548854
1b39e0570e2a35d35d551c81f87dfeae,2,,3.0,0,72.3590830833333,1,0.8541,1.0,0.96,4.96,5,42,14,0,134,5.385687049751164
1fbc2e699a33ae420db8b3dba6ca7823,24,,49.0,1,82.7737758,2,0.8314,1.67,0.72,4.96,5,42,17,50,137,0.6979951376673676
c7304440acd5f3e64dc9bb4e9ba88e7b,6,2.0,7.0,1,36.5592246833333,2,0.8855,1.42,0.8,4.96,4,42,22,55,118,1.5910040313355402
a568a48a65974a1aace8563b9d5dfcc1,39,3.187,94.0,1,60.2063363,1,0.9144,0.92,0.96,4.92,4,42,23,53,119,7.295670630618943
b3c66b9fb2fd4e657df0fc30627caf60,31,3.405,59.0,0,83.1922298166667,2,0.8949,2.4,0.72,5.0,5,42,17,0,137,2.7185848687119885
65316f6c88c6b84bb07c0841fbc136e1,52,,90.0,0,66.2494672833333,1,0.8463,1.19,1.0,4.92,4,42,23,0,119,6.465090053191131
d5689c01f4746c11497e38b41759edfe,5,,7.0,1,49.72253565,1,0.8718,1.29,0.92,4.96,4,42,19,17,115,4.374388192661217
99f4eb5ab6e45e5216c204378de2c04c,13,0.5,14.0,1,61.54701915,1,0.8752,1.2,0.88,4.68,5,42,0,34,120,2.203692534674939
c76e377156d57a3ad87dc7bd8434880d,10,,11.0,1,75.1370207166667,2,0.8474,1.55,0.84,4.68,5,42,1,22,121,2.0688561281677824
6dc0c3242009d354533293fb5b527795,13,,34.0,1,102.720786133333,1,0.8852,1.21,1.0,4.76,5,42,0,28,120,2.665851310932906
03204d45bf16dfe702c873567d7f8c32,17,3.1,25.0,0,58.4619550666667,2,0.8539,2.33,0.80952380952381,4.9,5,42,12,0,132,1.5915956739027473
a09f7f91cd5db2d3c6e24ca4a67fe515,15,3.34,35.0,1,110.60092613333299,2,0.8732,1.45,0.8,4.95,4,42,23,11,119,0.8415308594507862
ef6e780d16d8e7c6023673484759cf8d,1,1.5,,0,44.9810927666667,3,0.8504,3.0,0.88,4.92,5,42,0,0,120,4.387907315574024
231027252ddae9951694baad3e6301bd,58,5.87,92.0,0,82.3341175666667,1,0.8864,1.22,0.92,4.88,5,42,14,0,134,0.2907044567825996
c250fa20aedc7d2bdc5bc6d21791dc75,54,2.9,88.0,0,129.422080216667,3,0.8478,1.4,1.0,4.72,5,42,17,0,137,2.4352583456482946
cd937a8d0bbea4759d5766e05d436f62,15,2.638,19.0,0,59.1003016166667,1,0.8823,1.41,0.88,4.84,5,42,16,0,136,4.460172487875126
59b3c96f9bd9e9fa6ca7fa4a6ab0f79a,14,0.2,26.0,0,73.2367454166667,2,0.8961,1.64,0.84,4.72,5,42,2,0,122,2.932175615596789
4396aabb8753c9bfe7a174694bce5577,10,,13.0,1,36.9376380333333,1,0.878,1.04,0.96,4.96,5,42,15,20,135,1.5753020814148797
e72be619597380625e997338544d2334,28,4.428,33.0,0,187.2369472,2,0.8413,1.87,0.68,4.92,5,42,14,0,134,3.2273444082098193
737cad7723b5ff4af11a73261024e2fd,5,3.5,2.0,0,74.8159334333333,2,0.8813,1.0,0.84,4.72,5,42,0,0,120,4.434239079950159
767dc79578cd42b079a9a8fc381d5ba8,6,,6.0,1,53.43704155,3,0.8477,2.25,0.96,4.92,4,42,23,37,119,0.6785802249359476
22b53ce304058235dc633b65b0f8a19c,3,,3.0,1,64.4095150166667,3,0.8491,3.0,1.0,4.84,4,42,21,12,117,5.389125186387657
582a248abeeefb2ef097ab538cb17fad,9,,27.0,1,93.92235490000002,1,0.8787,1.24,0.96,4.88,5,42,16,27,136,3.0512266606066007
3f6a00143907b747339dd4c3052803a8,20,0.75,22.0,0,112.13600125,1,0.8453,1.5,0.88,4.96,5,42,18,0,138,4.640514255659329
52b7030a9c1e76bfa46c287fff7b1391,16,2.88,42.0,0,79.9228505166667,1,0.8565,1.28,1.0,4.92,5,42,0,0,120,1.0449030374519217
527c5727df5269bece5754cb5cc0dd61,30,2.1100000000000003,32.0,0,134.469943466667,2,0.8472,2.23,0.8,4.92,5,42,17,0,137,1.7022809981642197
25293d0505c1a7a38b0296feb66a5f42,27,2.952,107.0,0,76.2828069166667,1,0.8742,1.35,1.0,4.64,5,42,13,0,133,2.2472068416410287
935702978e82f71cac5130315ce926c7,1,,1.0,1,34.2244362333333,2,0.8174,2.05,0.84,4.64,5,42,14,47,134,1.3295378205956598
ec2ac7ea3e25191e046d21136af3fe5a,20,0.835,22.0,0,92.3259987833333,1,0.8457,1.43,0.96,4.92,5,42,1,0,121,1.3417929177348598
93bf41a9c6a8253d2256c913f87987b2,2,,16.0,0,92.2388543,1,0.8818,1.74,1.0,4.68,5,42,16,0,136,1.8465712282201516
5887af872b0f445836b13e7efbbfc9a9,44,3.97,70.0,0,74.3214950333333,1,0.8915,2.0,1.0,4.96,5,42,14,0,134,1.5721918611655747
59fedff4b45c081cc0ba581afd0fb7fb,6,,11.0,1,85.0179821,2,0.8249,2.03,0.8,4.84,4,42,22,7,118,2.0513097742125095
ac0531fdb627deb30a1df8223a37105a,43,0.165,78.0,0,168.88833015,1,0.8656,1.4,0.92,4.92,4,42,22,0,118,1.7575766843239995
c528ac1e1a9147b9c3ae95dbe453cf1b,33,3.16,38.0,0,119.234353066667,1,0.8112,1.33,0.96,4.88,5,42,17,0,137,3.9739397935169376
5ef2a9ee92eb43253a3a60b5ce39787a,4,,4.0,1,70.5992397,2,0.843,4.18,0.96,4.96,4,42,22,26,118,3.1302278354361412
b40882583cc16d81f0cbf36fb46ff23b,27,,67.0,1,70.58322315,1,0.8773,1.43,0.96,4.84,4,42,19,36,115,2.251904487485689
aeddc0863aea3673e029e36031ce9f5d,19,,25.0,0,81.7453650166667,1,0.8824,1.52,1.0,4.56,5,42,19,0,139,6.774629587940115
72c5cae359c162e9d366a777ac4d188d,10,5.1,13.0,1,53.2651302,1,0.8621,1.72,0.88,4.84,5,42,14,36,134,5.242443549622591
18096e0cf64646c90f1805e959e01ccd,55,2.6689999999999996,81.0,1,91.89692495,1,0.9174,1.3,0.96,4.72,5,42,13,54,133,2.108499301389305
f6e91d70a4a1d6e9f48ee561a4852d72,8,2.62,9.0,1,45.940153833333305,1,0.8491,1.6,1.0,5.0,5,42,14,1,134,0.9154712731461079
cab018812fb356fe9636364e23af6a6d,9,,11.0,0,38.9055679,1,0.8991,1.41,0.96,4.92,5,42,21,0,141,2.7382637051864043
9765ad5240f6c38e6103daa56ac3b589,6,,6.0,1,65.7793387833333,3,0.9063,2.14,0.92,5.0,4,42,19,47,115,4.363043049114465
28b70610ac205c228fb87faeb8d23650,26,1.18,54.0,1,89.1413879166667,1,0.8552,1.88,0.88,4.96,4,42,20,30,116,2.1592960069649605
a5dadc3286b9e65681a2f876baca39e9,7,0.6679999999999999,23.0,0,49.2006069666667,2,0.8409,1.6,0.84,4.88,5,42,16,0,136,2.0431981654516456
c5ddf062a016a4ba6373a56feffaebd0,4,,4.0,0,96.07441025,2,0.8131,2.62,1.0,4.76,4,42,23,0,119,2.903131470852685
0d3c72844fae8d5473434f00f79bfc62,4,,4.0,0,83.5956131666667,1,0.8983,1.1,0.96,4.56,5,42,18,0,138,2.191222447511405
6174a0b203c4ba4748fda2d4a467d12b,18,0.3,31.0,0,50.8359232666667,1,0.8778,1.65,0.92,4.96,5,42,19,0,139,3.647168482684712
69660d39fb47e08d4ac8662d480a5c29,5,,5.0,0,63.8262256166667,1,0.8487,1.88,0.96,4.68,4,42,23,0,119,0.6308290151259163
d7b49ef523bc3e1f7b1a3fa5b8f73e45,6,,20.0,1,35.3257453833333,1,0.8957,1.38,1.0,5.0,5,42,19,48,139,3.1035382929500694
8e9b0f8f0113dff8bc970e3986b789dd,35,1.475,96.0,1,75.8135708166667,2,0.9066,1.27,0.8,4.92,4,42,20,16,116,1.3587410412270724
94166ba0d5e322057e9a8d273196ac59,18,1.403,25.0,1,80.6918202833333,1,0.8818,1.11,1.0,4.92,4,42,20,40,116,4.081926166247335
25dad52b49efad1b2dfc44cfc9a32bd2,23,3.35,28.0,0,137.531944066667,4,,2.19,,,5,42,18,0,138,3.763937778576402
53abc654a8a8f70a10a0475861763627,9,,11.0,0,100.4668704,1,0.8463,1.54,0.92,4.76,5,42,19,0,139,1.7410315353264672
b66abf09e69ebe1c9bd43ab6c6410f97,17,,31.0,1,64.1455047666667,1,0.8725,1.33,0.92,4.48,5,42,14,7,134,1.4442412119510064
2e0738a88d9e0b658efec46bd081a4ee,6,,22.0,1,53.9759575333333,1,0.8764,1.5,0.88,4.72,5,42,14,23,134,1.1558200538639964
a0c2200ae726b381d5a71577bf93590c,17,,24.0,0,100.443175616667,2,0.8674,1.86,0.68,4.96,5,42,14,0,134,4.007905307788685
e87d3c1d183dc5e0dfbf56a4b688744f,6,5.63,11.0,0,55.0109908,1,0.8686,1.68,1.0,4.84,5,42,18,0,138,3.960316013902973
b1fcae0c752c5ab0eda232b2cf06f77a,12,2.516,27.0,1,32.7059353,1,0.8811,1.0,1.0,4.84,4,42,22,7,118,12.713047699708593
092891956b3696a41569e3fac4f422e9,25,2.885,31.0,0,92.6935149166667,2,0.8635,1.86,0.68,4.76,5,42,17,0,137,1.7908002747146101
b7d1a3bf702ea90d30fa18a0ec632515,15,0.59,18.0,1,50.0329707333333,1,0.8668,1.76,0.88,4.84,5,42,0,25,120,4.310489373119864
3ddd9f02f8da781e0ffb3a98dab33e40,17,1.558,28.0,0,75.8588372666667,1,0.8931,1.69,0.92,4.88,4,42,23,0,119,3.7971483060150715
f4442886f0b8a7dcc150a2f059b34725,4,0.3,8.0,0,35.8588292666667,3,0.8224,2.3,0.96,4.84,5,42,13,0,133,3.885594722785064
89fa87616ae6153a482483d6839cef50,13,2.942,32.0,1,83.9601467666667,1,0.8695,1.76,1.0,4.92,4,42,20,48,116,3.2033175438739
c8ed2d66ec9b566d746398f56d7b8e54,11,1.415,15.0,1,57.9497399833333,3,0.8494,1.72,0.96,4.64,4,42,23,58,119,4.516380175285893
7fb0999a5f8731323559f345d61ddb3d,33,0.59,71.0,1,59.9812945666667,1,0.8393,1.33,0.96,4.76,4,42,23,49,119,1.1590984278720315
ade2128f4b401bfb916006f1c253958a,17,0.2,32.0,0,55.6749233833333,1,0.8824,1.08,0.96,4.76,5,42,18,0,138,1.825282266233063
94d736b4f9b55707d57290b22c7fbdbb,19,0.25,40.0,1,108.738791116667,2,0.7895,2.71,1.0,4.93,4,42,21,58,117,3.4204167335461513
336e2aa411458a084b8891e6737d83fe,17,3.802000000000001,13.0,1,89.6594972833333,1,0.8775,1.7,0.88,4.84,5,42,19,3,139,2.242009902042872
4a327602040b5507da57bcfb945c9861,64,3.17,144.0,0,101.367247983333,1,0.9028,0.79,0.88,4.96,5,42,15,0,135,7.53295769126089
2222f6f2ea61d91bf86e87998d70ba6e,9,,13.0,0,40.25446895,1,0.8696,1.71,0.96,4.56,4,42,23,0,119,2.1726537664564276
8bd011f11e68ece589c79966800c3799,37,0.3,83.0,1,68.8155432833333,1,0.8247,1.64,0.96,4.92,5,42,13,54,133,5.607120112844504
e6d14debef7a393df0b6c16c44ada3bf,14,1.0,17.0,1,140.6011534,1,0.8839,1.28,0.96,4.6,4,42,20,52,116,4.022485997933157
095d0ccf0915f24607dc610844c3e756,20,0.6,47.0,1,70.7715391166667,1,0.9034,1.55,1.0,4.8,4,42,22,15,118,0.7642436697527663
2f4122dc4e752f27aaa8d2a6f9d96876,5,,7.0,0,56.0132084833333,1,0.8604,1.28,0.96,4.84,5,42,1,0,121,2.355711534173173
dd7090cb84c1f210fa8fb732d1169a4e,10,0.968,16.0,1,132.416723983333,1,0.8235,1.6,0.96,4.8,4,42,21,37,117,3.696011560956689
a0fa43d540755c8f95d2fade627a163c,47,2.7270000000000003,75.0,0,116.77191905,1,0.8806,1.0,0.92,4.84,5,42,14,0,134,4.060843277350604
7e51025b98234fde0285e64f4f350b9b,4,0.2,5.0,1,32.0625814,2,0.852,1.79,0.72,4.96,5,42,0,4,120,1.2823593360501364
2f94a4e49a65895e728faab09b633580,5,1.0,4.0,0,58.7378939166667,3,,2.19,0.666666666666667,5.0,5,42,17,0,137,2.218357842689335
e725f745c1782e5aea6e0a8abe690865,22,2.0,40.0,0,62.52484135,1,0.871,0.95,0.92,4.96,5,42,17,0,137,5.1298521505297074
c6653657b7ae1dc93ab40748056127cf,52,,113.0,0,201.25615998333302,2,0.8315,3.01,1.0,4.71,5,42,18,0,138,1.5064549830264988
c45dd94189965229c4a3264442382c5e,4,1.606,4.0,1,38.065545033333294,3,0.8484,2.62,1.0,4.84,4,42,20,11,116,0.496642557262072
7eaa78df68c1baf4d89590579c45b9cc,9,3.32,26.0,1,42.41323925,1,0.8805,1.75,0.88,5.0,4,42,23,20,119,0.7520538838010107
314cfe93b593768aaae411c4aaf9df0e,6,1.4,18.0,1,58.6596739666667,2,0.8696,3.33,0.681818181818182,5.0,4,42,20,29,116,1.4833285280288429
4c0c7a9a180043af8a02ba93e5aeb54b,29,3.95,34.0,0,99.15574165,1,0.8629,1.38,1.0,4.64,5,42,15,0,135,2.620094560426386
f13bb23d8d9619340de9c85ce8c7d193,54,5.152999999999999,98.0,0,165.17149635,2,0.8608,2.2,0.8,4.92,5,42,19,0,139,1.1657762676012515
23400c38d87579c1eeff2100632d7caa,21,1.0,33.0,1,80.3434167833333,1,0.8624,1.95,0.96,4.64,5,42,16,46,136,12.142976096529004
a2b01cdbd702162933ea5de1bb877261,18,2.087,28.0,1,75.54092675,1,0.8474,1.56,0.96,4.68,5,42,16,44,136,3.6337840744069743
218ee7db4c339d6ec7a0ebc5025864dc,38,2.0,83.0,0,121.84106185,1,0.8955,1.18,1.0,4.84,5,42,20,0,140,3.895595736224114
3f830ef4fe940ffe448a5de431b84607,30,,46.0,0,73.6485466666667,2,0.8771,1.07,0.84,4.92,5,42,16,0,136,3.3590663043103657
7cc6e490a21be2b98110d0c9d1fbdf34,12,,23.0,1,71.2034399833333,1,0.8611,1.69,0.92,4.76,5,42,16,59,136,2.1626378498766647
10e4ca4f985ce88fe2cdd8f63b3c7c7e,8,,102.0,1,67.6944656166667,2,0.8757,3.38,0.88,4.84,4,42,20,52,116,1.1561731840253517
2a3cc22773994c26e577893ccb218bb6,4,0.5,5.0,1,52.6528045166667,3,0.875,2.67,0.8888888888888891,5.0,4,42,22,26,118,3.960018947520244
69714e67899b987ed518cd0f0f01c2f5,1,,2.0,0,35.7414073,1,0.8694,1.39,0.96,4.96,5,42,15,0,135,1.658480236572364
6bf037845f896cea800ae6e37c6f00c3,13,3.892,21.0,1,103.5669422,1,0.8571,1.1,0.92,4.88,4,42,20,22,116,2.3783710021982656
af836ab22c43111bb903bc70a68c09cf,9,,9.0,0,37.074258833333296,2,0.8368,2.4,1.0,5.0,5,42,15,0,135,1.9097480685687838
a7828554f69dd4a986b800a53e66f579,11,2.1919999999999997,19.0,0,62.7261696666667,1,0.8533,1.8,0.88,4.8,5,42,16,0,136,4.7962299928148315
4a788a8c671d09c674b672289af7bb00,23,0.8,35.0,0,88.3494798333333,2,0.8578,2.37,0.84,4.92,5,42,19,0,139,1.7551977874936429
