order_id,num_products,kg,un,lat_x,lng_x,promised_time,on_demand,total_minutes,seniority,found_rate,picking_speed,accepted_rate,rating,lat_y,lng_y
59040e6c158670034d776cb1965aa8dc,2,,18.0,-33.3605038036586,-70.5378749594092,2019-10-18 22:29:00+00:00,True,45.52387305,6c90661e6d2c7579f5ce337c3391dbb9,0.8493,1.93,1.0,5.0,-33.387578999999995,-70.576559
199e717c0d9264c3333459c826ec084d,3,1.3,2.0,-33.396717806815,-70.5244317278266,2019-10-18 22:14:00+00:00,True,71.16391115,6c90661e6d2c7579f5ce337c3391dbb9,0.845,2.0,0.96,4.68,-33.4016604992,-70.5146656857
cf609c37a40bc3df15ee5b7483fc89cc,16,1.67,22.0,-33.3296272252514,-70.51768286729641,2019-10-19 17:00:00+00:00,False,89.1937828666667,6c90661e6d2c7579f5ce337c3391dbb9,0.8758,1.27,0.96,4.84,-33.370765000000006,-70.51241999999999
c8ef4c5705666f6faa37c607bc7adbdc,1,,1.0,-33.3726148208237,-70.5426433639296,2019-10-18 19:24:00+00:00,True,26.7052560166667,50e13ee63f086c2fe84229348bc91b5b,0.8368,2.4,1.0,5.0,-33.355589,-70.538219
7eadce1dd6fab2dfada1e886d1e7a9ff,41,1.62,84.0,-33.423568599999996,-70.59675859999999,2019-10-19 19:00:00+00:00,False,121.46213799999998,6c90661e6d2c7579f5ce337c3391dbb9,0.9112,1.23,0.88,5.0,-33.3865471,-70.5680753
097c6b755d8f3deba6af1cb7a3d2e4c5,4,,5.0,-33.3220619922759,-70.5655851337268,2019-10-19 20:00:00+00:00,False,51.79357975,6c90661e6d2c7579f5ce337c3391dbb9,0.8848,1.4,0.88,4.76,-33.3865471,-70.5680753
0004a3841c1eeb6c6e77585a941c21e0,4,,8.0,-33.390550399999995,-70.5661064,2019-10-18 20:18:00+00:00,True,39.0014637666667,41dc7c9e385c4d2b6c1f7836973951bf,0.8473,2.3,0.92,4.88,-33.3865471,-70.5680753
6f32a0ac685cfd4bdee953c0107b50e9,10,0.1,30.0,-33.3843497166022,-70.6114100664854,2019-10-19 15:52:00+00:00,True,55.025016099999995,6c90661e6d2c7579f5ce337c3391dbb9,0.8758,1.55,0.92,4.84,-33.3865471,-70.5680753
7bea422d074800b312caf36c70ada357,24,0.33399999999999996,41.0,-33.4561784,-70.5778968,2019-10-19 01:00:00+00:00,False,148.574818483333,41dc7c9e385c4d2b6c1f7836973951bf,0.826,2.83,0.92,4.88,-33.4630009,-70.57530129999999
f225b9baef1aacb832897afabd31c929,7,,15.0,-33.3281049,-70.50296180000001,2019-10-18 20:47:00+00:00,True,50.077156833333305,41dc7c9e385c4d2b6c1f7836973951bf,0.8409,2.33,0.92,4.72,-33.357558000000004,-70.515415
d860424bf1fa61669749a39454eba6a1,30,,71.0,-33.385164206180605,-70.52813045098479,2019-10-19 02:00:00+00:00,False,71.4046964333333,50e13ee63f086c2fe84229348bc91b5b,0.894,1.55,0.84,5.0,-33.370765000000006,-70.51241999999999
e5da73886a5c9699f81b16b5212487b6,2,,2.0,-33.3823087423068,-70.5012742936096,2019-10-19 17:00:00+00:00,False,58.5985012,41dc7c9e385c4d2b6c1f7836973951bf,0.8562,2.37,0.92,4.76,-33.401876,-70.514344
64895839af3817fc1229f0c4988b0f06,16,1.67,23.0,-33.3951376715391,-70.59893846511841,2019-10-19 17:00:00+00:00,False,60.7518418833333,6c90661e6d2c7579f5ce337c3391dbb9,0.8955,1.08,0.92,4.72,-33.3865471,-70.5680753
006f65addd7da4c53e3f1a2a348e3415,53,4.885,80.0,-33.4150733,-70.5920723,2019-10-18 22:00:00+00:00,False,125.27206890000001,6c90661e6d2c7579f5ce337c3391dbb9,0.8042,1.45,0.96,4.92,-33.3865471,-70.5680753
161a2757aabaa2391a0edfabcef78d8a,14,4.885,16.0,-33.386889000000004,-70.541795,2019-10-18 23:21:00+00:00,True,143.64559905,6c90661e6d2c7579f5ce337c3391dbb9,0.8721,1.45,1.0,4.8,-33.391386,-70.546601
1d83e461ef77ad9523f99586a68e2995,17,0.584,40.0,-33.3884243655732,-70.5371966958046,2019-10-19 19:00:00+00:00,False,73.9606700833333,6c90661e6d2c7579f5ce337c3391dbb9,0.8754,0.96,0.88,5.0,-33.4020235543,-70.5167273924
7de67d2fc6f21180c0d7263b962fa708,6,,11.0,-33.3788595,-70.5393687,2019-10-19 19:00:00+00:00,False,51.7192185166667,6c90661e6d2c7579f5ce337c3391dbb9,0.879,1.46,1.0,4.76,-33.359768,-70.543273
8960bd5d95dce49086752dce1be66ca4,41,7.15,71.0,-33.424060619666804,-70.5636160586789,2019-10-19 20:00:00+00:00,False,177.870531283333,50e13ee63f086c2fe84229348bc91b5b,0.8655,2.43,0.84,4.88,-33.441246,-70.53545
be17c924a063df5cffa27ae026f2ca12,7,1.302,8.0,-33.3968392,-70.5782431,2019-10-19 00:00:00+00:00,False,84.5094471666667,41dc7c9e385c4d2b6c1f7836973951bf,0.8541,1.59,0.96,4.96,-33.3865471,-70.5680753
b28fbd97c389b95852e78438e5955bf8,9,,17.0,-33.402912199999996,-70.52479029999999,2019-10-18 21:47:00+00:00,True,41.85832415,6c90661e6d2c7579f5ce337c3391dbb9,0.8959999999999999,1.03,1.0,4.88,-33.4020235543,-70.5167273924
eb817e0221bd04578b7b9e040b1e8717,8,,15.0,-33.4123696,-70.5226389,2019-10-18 19:16:00+00:00,True,65.8985575,41dc7c9e385c4d2b6c1f7836973951bf,0.8711,3.0,0.88,4.96,-33.4020235543,-70.5167273924
1446b3bb0efe4968dec1e92865a3c29d,1,,1.0,-33.417781,-70.57326,2019-10-18 22:00:00+00:00,False,51.0109377666667,50e13ee63f086c2fe84229348bc91b5b,0.8268,1.46,0.8,4.84,-33.413978,-70.600482
32c5c81115d9e1efc63c35fef7270a1c,21,,28.0,-33.3907737218533,-70.5794054492803,2019-10-19 20:00:00+00:00,False,100.340188183333,41dc7c9e385c4d2b6c1f7836973951bf,0.8418,2.09,0.92,5.0,-33.3865471,-70.5680753
188dd8e022fdd5e3e52100793b091c25,15,3.575,23.0,-33.3778935,-70.5174445,2019-10-19 14:00:00+00:00,False,74.85488985,41dc7c9e385c4d2b6c1f7836973951bf,0.8257,2.0,0.92,4.8,-33.370765000000006,-70.51241999999999
8aad1a08218c5eb5afdae0f8fce67413,8,2.9400000000000004,3.0,-33.4189584407563,-70.59682717777099,2019-10-19 16:00:00+00:00,False,67.8312922333333,6c90661e6d2c7579f5ce337c3391dbb9,0.8421,2.0,1.0,4.96,-33.393631,-70.579691
1ab7375f9376c91e89a4cc0db710856d,17,0.852,21.0,-33.5039761558669,-70.5597535977885,2019-10-19 18:00:00+00:00,False,114.64533616666701,6c90661e6d2c7579f5ce337c3391dbb9,0.8509,1.55,0.88,4.96,-33.485279999999996,-70.57925
42b5c472f33f79ef739ab897e726a091,22,0.166,35.0,-36.8163864,-73.00521449999991,2019-10-19 18:31:00+00:00,True,104.426248516667,6c90661e6d2c7579f5ce337c3391dbb9,0.8772,1.11,0.92,4.92,-36.817707,-73.03312199999999
a08e8057c7f2caadd14dff963d633502,44,,160.0,-33.5030556973263,-70.78649206071759,2019-10-19 17:01:00+00:00,True,92.68699699999999,6c90661e6d2c7579f5ce337c3391dbb9,0.8493,1.3,0.92,4.84,-33.528084,-70.77783199999999
0c63d6f27818ab5599073ffbe4ff4847,14,,21.0,-33.4182302317537,-70.5799637881162,2019-10-19 19:00:00+00:00,False,40.9258089833333,50e13ee63f086c2fe84229348bc91b5b,0.8190000000000001,1.29,0.8,4.8,-33.3865471,-70.5680753
9603cd11a1233c5b17f6c6f7b4c12124,15,,23.0,-33.3833635,-70.5455723999999,2019-10-18 22:17:00+00:00,True,111.981629383333,41dc7c9e385c4d2b6c1f7836973951bf,0.8283,2.11,0.92,5.0,-33.3865471,-70.5680753
c87b88526c9f8f2c23f673251e3f47be,34,1.3,83.0,-33.372359507899496,-70.51458026590541,2019-10-19 17:32:00+00:00,True,85.16064286666669,6c90661e6d2c7579f5ce337c3391dbb9,0.877,1.94,0.96,4.8,-33.370765000000006,-70.51241999999999
27b06093a2dac681ef3b6b0b35dd33bb,3,,3.0,-33.435127,-70.5964923,2019-10-18 21:45:00+00:00,True,75.8552975333333,50e13ee63f086c2fe84229348bc91b5b,0.851,1.5,0.84,4.84,-33.417968,-70.606851
8ec4a16b38062049686affbac22da1f7,54,7.7,85.0,-33.396643100000006,-70.5880415,2019-10-19 20:00:00+00:00,False,124.6532081,6c90661e6d2c7579f5ce337c3391dbb9,0.8876,1.41,0.88,4.96,-33.3865471,-70.5680753
872e2400726913eab6e593be76fe1ee0,39,,95.0,-33.0329628170008,-71.5794962452659,2019-10-18 23:00:00+00:00,False,90.9109845166667,6c90661e6d2c7579f5ce337c3391dbb9,0.8894,1.25,1.0,4.92,-33.048862,-71.603729
5f706be04091a8e1cf4711ef90f40e28,5,,9.0,-33.336549028064,-70.55967251071169,2019-10-19 19:00:00+00:00,False,67.8951338666667,50e13ee63f086c2fe84229348bc91b5b,0.8403,4.07,0.68,4.92,-33.3865471,-70.5680753
d853a9af11f53774c3cc4dedd83e275e,13,,25.0,-33.0181047,-71.55259670000001,2019-10-19 22:03:00+00:00,True,56.5455929333333,50e13ee63f086c2fe84229348bc91b5b,0.8523,1.54,0.68,4.8,-33.008213,-71.545615
52f2925c1f07ab337e8b5bcd79672c8f,14,,24.0,-33.3751889,-70.5638744,2019-10-19 19:00:00+00:00,False,54.1731699333333,6c90661e6d2c7579f5ce337c3391dbb9,0.867,1.28,0.96,5.0,-33.3865471,-70.5680753
73567f30b3465338dbc1f66f61481345,13,0.755,18.0,-33.4061198300882,-70.57973021194108,2019-10-19 02:00:00+00:00,False,76.39855875,50e13ee63f086c2fe84229348bc91b5b,0.8629,1.55,0.84,4.88,-33.3865471,-70.5680753
c09b7694079f36909fb5d3ba66fdd447,8,2.195,7.0,-33.4059634494827,-70.5790698883959,2019-10-18 22:04:00+00:00,True,111.25833065,41dc7c9e385c4d2b6c1f7836973951bf,0.8675,2.86,1.0,4.84,-33.3865471,-70.5680753
9a743fe57c1bbb90b679614096689db4,33,2.2,46.0,-33.209302176074,-70.7292807150023,2019-10-19 14:34:00+00:00,True,88.2485354833333,6c90661e6d2c7579f5ce337c3391dbb9,0.8789,1.85,0.92,4.84,-33.276853499999994,-70.628167
5ac586d62d426b63d8d2fb0f9ca63135,2,,2.0,-32.9288945,-71.55027840000001,2019-10-18 23:21:00+00:00,True,28.74738785,41dc7c9e385c4d2b6c1f7836973951bf,0.8324,2.6,0.88,4.96,-32.941493,-71.545783
55051b87f4345867316d69ae15eb4984,29,5.884,59.0,-33.3901572,-70.5084976000001,2019-10-19 21:00:00+00:00,False,73.81868405,bb29b8d0d196b5db5a5350e5e3ae2b1f,,2.19,1.0,,-33.4020235543,-70.5167273924
a8329fc6065ec47eefdf97d83a518df2,2,,4.0,-33.41852960000001,-70.5704018,2019-10-19 20:00:00+00:00,False,75.2028609166667,6c90661e6d2c7579f5ce337c3391dbb9,0.883,1.22,1.0,4.72,-33.4312825,-70.57874
bb5eedcab64bf9a7816d17b0acba7e75,6,,7.0,-32.9395399420619,-71.5290404943357,2019-10-19 15:11:00+00:00,True,35.2039671666667,50e13ee63f086c2fe84229348bc91b5b,0.8756,1.38,0.84,4.92,-32.931687,-71.518301
c63cfa783ff6ea9a5577ff0b513e4297,72,16.633999999999997,116.0,-33.4176771427277,-70.5083770278703,2019-10-19 01:00:00+00:00,False,116.6312868,6c90661e6d2c7579f5ce337c3391dbb9,0.8658,1.3,0.96,4.92,-33.4020235543,-70.5167273924
9f1ad7074668fe55362e339f7b5d444c,11,,46.0,-33.3949499,-70.5216861,2019-10-19 16:00:00+00:00,False,51.463805233333304,6c90661e6d2c7579f5ce337c3391dbb9,0.8765,1.52,1.0,4.96,-33.4020235543,-70.5167273924
6710906c6d60a78bec134d18634cd4e9,26,1.6640000000000001,37.0,-33.390901799999995,-70.58396259999999,2019-10-19 14:00:00+00:00,False,99.83990458333331,6c90661e6d2c7579f5ce337c3391dbb9,0.8862,1.56,1.0,5.0,-33.3865471,-70.5680753
7e7dedba8161579c80f56fecb33a8eb9,14,4.928,28.0,-33.032867785953,-71.5337409898026,2019-10-18 23:00:00+00:00,False,58.8405929,6c90661e6d2c7579f5ce337c3391dbb9,0.8365,1.37,1.0,4.68,-33.025859999999994,-71.547009
a052ea3aefd8e79ace1fcb1c67d1768b,2,,18.0,-33.3761484,-70.5486468,2019-10-19 19:00:00+00:00,False,69.9539980333333,6c90661e6d2c7579f5ce337c3391dbb9,0.8788,1.56,1.0,4.8,-33.389918,-70.586777
e21c01ee7b5f29e9e7ac586c50785405,27,8.965,57.0,-33.422804,-70.5876,2019-10-19 14:00:00+00:00,False,106.59429256666701,6c90661e6d2c7579f5ce337c3391dbb9,0.8356,0.73,1.0,4.92,-33.3865471,-70.5680753
d9518ae6b613a5d5c8f0941424365ad8,2,,2.0,-33.3927664,-70.58761170000001,2019-10-19 16:00:00+00:00,False,91.7769520333333,50e13ee63f086c2fe84229348bc91b5b,0.8264,4.31,0.96,4.78,-33.381696999999996,-70.536477
e16e7a8e69826fc5429fd59ee5e72810,18,,21.0,-36.8231165314844,-73.0439579022363,2019-10-18 22:13:00+00:00,True,128.9822813,6c90661e6d2c7579f5ce337c3391dbb9,0.8989,1.1,0.96,4.8,-36.817707,-73.03312199999999
99d8f2fe37c4f8b54339c3427a598528,19,6.382000000000001,20.0,-33.418998800000004,-70.5608684,2019-10-19 15:00:00+00:00,False,76.6672071666667,6c90661e6d2c7579f5ce337c3391dbb9,0.8723,1.56,0.96,4.88,-33.441246,-70.53545
b7d102c896ffd2424a579a30fbbc7c35,17,1.3,16.0,-33.3491802,-70.6787138999999,2019-10-19 15:49:00+00:00,True,35.5036184,50e13ee63f086c2fe84229348bc91b5b,0.8969,1.08,0.8,4.84,-33.364106,-70.679271
bac38f606cc1c0c12fba0cee8f285d2a,1,,1.0,-33.4114887,-70.5888218,2019-10-19 18:29:00+00:00,True,39.173328916666705,50e13ee63f086c2fe84229348bc91b5b,0.75,2.73,0.666666666666667,,-33.423894,-70.580237
23a81d15b7378971b5436218ecca8055,2,2.0,,-33.3327392,-70.5338842,2019-10-18 23:00:00+00:00,False,67.9715620333333,50e13ee63f086c2fe84229348bc91b5b,0.9041,1.68,0.7058823529411771,4.88,-33.3821,-70.571889
05f49dba11491f806b43c3625b74ccad,19,5.111,21.0,-33.4126535,-70.601742,2019-10-19 16:59:00+00:00,True,120.267771466667,6c90661e6d2c7579f5ce337c3391dbb9,0.9,1.33,0.941176470588235,4.92,-33.3865471,-70.5680753
c9dc2b4268cbc5c27acbfeb489f7eca1,6,,8.0,-33.3878866,-70.5287562,2019-10-19 13:00:00+00:00,False,61.09413315,6c90661e6d2c7579f5ce337c3391dbb9,0.8899,1.38,0.92,4.92,-33.4016604992,-70.5146656857
9fd51f6f8d2aa0f06e6c76c7314a1ed6,16,0.498,20.0,-36.7870906205882,-73.0497459322214,2019-10-18 23:16:00+00:00,True,50.3566351166667,6c90661e6d2c7579f5ce337c3391dbb9,0.8848,1.4,0.96,4.8,-36.794925,-73.070126
1359b68144959da1cdc89d9804e7660a,61,1.73,103.0,-33.3774076,-70.583381,2019-10-19 01:00:00+00:00,False,122.140938783333,6c90661e6d2c7579f5ce337c3391dbb9,0.8861,1.26,1.0,4.84,-33.3865471,-70.5680753
f1b67d8e0e9ecd63cfcafbc4bf273fb6,10,3.145,15.0,-33.4376342,-70.57555909999999,2019-10-19 01:00:00+00:00,False,90.8300442,50e13ee63f086c2fe84229348bc91b5b,0.8929,1.67,0.76,4.76,-33.4630009,-70.57530129999999
a9e6e8d7ca52b601357e0c798b2c1f2d,3,,3.0,-33.37062132146,-70.5502040684223,2019-10-19 19:19:00+00:00,True,50.197197566666695,6c90661e6d2c7579f5ce337c3391dbb9,0.89,0.98,1.0,5.0,-33.41004,-70.567572
d44e9279c1e00b00cace394de6c94418,17,1.895,18.0,-33.4256903,-70.6161985,2019-10-19 20:00:00+00:00,False,146.58440349999998,50e13ee63f086c2fe84229348bc91b5b,0.8897,2.29,0.64,4.84,-33.4312825,-70.57874
109ab8fda813b5ffc234c5087e5ec0f9,12,0.498,28.0,-33.3920555,-70.5501709,2019-10-19 20:00:00+00:00,False,98.8576499833333,6c90661e6d2c7579f5ce337c3391dbb9,0.8519,1.6,0.96,4.76,-33.3865471,-70.5680753
0fd6323a10bb6c22a3b23216c2e51984,50,9.56,122.0,-33.3510316106545,-70.5185447741013,2019-10-18 22:15:00+00:00,True,95.9988930833333,6c90661e6d2c7579f5ce337c3391dbb9,0.8742,1.14,1.0,4.68,-33.370765000000006,-70.51241999999999
e1da507f9aaed913f71cc68c404bee90,10,0.5,12.0,-33.356773421194,-70.5205126851797,2019-10-18 23:18:00+00:00,True,39.83301105,6c90661e6d2c7579f5ce337c3391dbb9,0.8442,1.77,0.92,4.64,-33.370765000000006,-70.51241999999999
217c4cb85c5144013e9fc9d270cbff88,15,2.502,30.0,-33.3333856,-70.5454586999999,2019-10-19 17:00:00+00:00,False,98.3340841833333,6c90661e6d2c7579f5ce337c3391dbb9,0.8917,1.3,0.88,4.96,-33.370765000000006,-70.51241999999999
1b39e0570e2a35d35d551c81f87dfeae,2,,3.0,-33.327668,-70.5388806,2019-10-19 14:00:00+00:00,False,72.3590830833333,6c90661e6d2c7579f5ce337c3391dbb9,0.8541,1.0,0.96,4.96,-33.370765000000006,-70.51241999999999
1fbc2e699a33ae420db8b3dba6ca7823,24,,49.0,-36.8231321,-73.05655829999999,2019-10-19 17:50:00+00:00,True,82.7737758,50e13ee63f086c2fe84229348bc91b5b,0.8314,1.67,0.72,4.96,-36.828629,-73.060345
c7304440acd5f3e64dc9bb4e9ba88e7b,6,2.0,7.0,-33.383554103418,-70.5047368240772,2019-10-18 22:55:00+00:00,True,36.5592246833333,50e13ee63f086c2fe84229348bc91b5b,0.8855,1.42,0.8,4.96,-33.370765000000006,-70.51241999999999
a568a48a65974a1aace8563b9d5dfcc1,39,3.187,94.0,-33.3172846343641,-70.5663438735413,2019-10-18 23:53:00+00:00,True,60.206336300000004,6c90661e6d2c7579f5ce337c3391dbb9,0.9144,0.92,0.96,4.92,-33.276853499999994,-70.628167
b3c66b9fb2fd4e657df0fc30627caf60,31,3.4050000000000002,59.0,-33.4051866738423,-70.5870254258519,2019-10-19 17:00:00+00:00,False,83.1922298166667,50e13ee63f086c2fe84229348bc91b5b,0.8949,2.4,0.72,5.0,-33.3865471,-70.5680753
65316f6c88c6b84bb07c0841fbc136e1,52,,90.0,-33.3042351,-70.6970691,2019-10-18 23:00:00+00:00,False,66.2494672833333,6c90661e6d2c7579f5ce337c3391dbb9,0.8463,1.19,1.0,4.92,-33.356372,-70.727869
d5689c01f4746c11497e38b41759edfe,5,,7.0,-33.266138,-70.634999,2019-10-18 19:17:00+00:00,True,49.72253565,6c90661e6d2c7579f5ce337c3391dbb9,0.8718,1.29,0.92,4.96,-33.285939,-70.675659
99f4eb5ab6e45e5216c204378de2c04c,13,0.5,14.0,-33.3923339,-70.4960201,2019-10-19 00:34:00+00:00,True,61.54701915,6c90661e6d2c7579f5ce337c3391dbb9,0.8752,1.2,0.88,4.68,-33.4020235543,-70.5167273924
c76e377156d57a3ad87dc7bd8434880d,10,,11.0,-33.4094397,-70.5371681,2019-10-19 01:22:00+00:00,True,75.1370207166667,50e13ee63f086c2fe84229348bc91b5b,0.8474,1.55,0.84,4.68,-33.4020235543,-70.5167273924
6dc0c3242009d354533293fb5b527795,13,,34.0,-33.4835481,-70.5529704,2019-10-19 00:28:00+00:00,True,102.720786133333,6c90661e6d2c7579f5ce337c3391dbb9,0.8852,1.21,1.0,4.76,-33.460484,-70.545125
03204d45bf16dfe702c873567d7f8c32,17,3.1,25.0,-33.4467337720844,-70.5512929768488,2019-10-19 12:00:00+00:00,False,58.4619550666667,50e13ee63f086c2fe84229348bc91b5b,0.8539,2.33,0.80952380952381,4.9,-33.441246,-70.53545
a09f7f91cd5db2d3c6e24ca4a67fe515,15,3.34,35.0,-33.393947999999995,-70.5661807,2019-10-18 23:11:00+00:00,True,110.60092613333299,50e13ee63f086c2fe84229348bc91b5b,0.8732,1.45,0.8,4.95,-33.3865471,-70.5680753
ef6e780d16d8e7c6023673484759cf8d,1,1.5,,-33.3887125,-70.500345,2019-10-19 00:00:00+00:00,False,44.9810927666667,41dc7c9e385c4d2b6c1f7836973951bf,0.8504,3.0,0.88,4.92,-33.352152000000004,-70.518127
231027252ddae9951694baad3e6301bd,58,5.87,92.0,-33.3574600063393,-70.5122871790669,2019-10-19 14:00:00+00:00,False,82.3341175666667,6c90661e6d2c7579f5ce337c3391dbb9,0.8864,1.22,0.92,4.88,-33.357558000000004,-70.515415
c250fa20aedc7d2bdc5bc6d21791dc75,54,2.9,88.0,-33.4069908,-70.5774838,2019-10-19 17:00:00+00:00,False,129.422080216667,41dc7c9e385c4d2b6c1f7836973951bf,0.8478,1.4,1.0,4.72,-33.3865471,-70.5680753
cd937a8d0bbea4759d5766e05d436f62,15,2.638,19.0,-33.3330904963916,-70.52890207748659,2019-10-19 16:00:00+00:00,False,59.1003016166667,6c90661e6d2c7579f5ce337c3391dbb9,0.8823,1.41,0.88,4.84,-33.370765000000006,-70.51241999999999
59b3c96f9bd9e9fa6ca7fa4a6ab0f79a,14,0.2,26.0,-33.4038098325035,-70.5919512056039,2019-10-19 02:00:00+00:00,False,73.2367454166667,50e13ee63f086c2fe84229348bc91b5b,0.8961,1.64,0.84,4.72,-33.3865471,-70.5680753
4396aabb8753c9bfe7a174694bce5577,10,,13.0,-33.3999487497579,-70.5735771165318,2019-10-19 15:20:00+00:00,True,36.9376380333333,6c90661e6d2c7579f5ce337c3391dbb9,0.878,1.04,0.96,4.96,-33.3865471,-70.5680753
e72be619597380625e997338544d2334,28,4.428,33.0,-33.4835963,-70.6540596999999,2019-10-19 14:00:00+00:00,False,187.23694719999997,50e13ee63f086c2fe84229348bc91b5b,0.8413,1.87,0.68,4.92,-33.5125776,-70.6559515
737cad7723b5ff4af11a73261024e2fd,5,3.5,2.0,-33.4284091,-70.5990799,2019-10-19 00:00:00+00:00,False,74.8159334333333,50e13ee63f086c2fe84229348bc91b5b,0.8813,1.0,0.84,4.72,-33.4630009,-70.57530129999999
767dc79578cd42b079a9a8fc381d5ba8,6,,6.0,-33.3968897,-70.5192239,2019-10-18 23:37:00+00:00,True,53.43704155,41dc7c9e385c4d2b6c1f7836973951bf,0.8477,2.25,0.96,4.92,-33.4016604992,-70.5146656857
22b53ce304058235dc633b65b0f8a19c,3,,3.0,-33.336332628297,-70.55690017643309,2019-10-18 21:12:00+00:00,True,64.4095150166667,41dc7c9e385c4d2b6c1f7836973951bf,0.8491,3.0,1.0,4.84,-33.381696999999996,-70.536477
582a248abeeefb2ef097ab538cb17fad,9,,27.0,-33.4387054,-70.59058900000001,2019-10-19 16:27:00+00:00,True,93.92235490000002,6c90661e6d2c7579f5ce337c3391dbb9,0.8787,1.24,0.96,4.88,-33.4630009,-70.57530129999999
3f6a00143907b747339dd4c3052803a8,20,0.75,22.0,-33.4336983,-70.6119882,2019-10-19 18:00:00+00:00,False,112.13600125,6c90661e6d2c7579f5ce337c3391dbb9,0.8453,1.5,0.88,4.96,-33.474000000000004,-70.59899999999999
52b7030a9c1e76bfa46c287fff7b1391,16,2.88,42.0,-33.4615888128715,-70.556310787797,2019-10-19 00:00:00+00:00,False,79.9228505166667,6c90661e6d2c7579f5ce337c3391dbb9,0.8565,1.28,1.0,4.92,-33.460484,-70.545125
527c5727df5269bece5754cb5cc0dd61,30,2.1100000000000003,32.0,-33.45639310000001,-70.591854,2019-10-19 17:00:00+00:00,False,134.469943466667,50e13ee63f086c2fe84229348bc91b5b,0.8472,2.23,0.8,4.92,-33.4630009,-70.57530129999999
25293d0505c1a7a38b0296feb66a5f42,27,2.952,107.0,-33.4227887490899,-70.5453135819674,2019-10-19 13:00:00+00:00,False,76.2828069166667,6c90661e6d2c7579f5ce337c3391dbb9,0.8742,1.35,1.0,4.64,-33.441246,-70.53545
935702978e82f71cac5130315ce926c7,1,,1.0,-33.2870158,-70.6363708,2019-10-19 14:47:00+00:00,True,34.2244362333333,50e13ee63f086c2fe84229348bc91b5b,0.8174,2.05,0.84,4.64,-33.277229,-70.62815400000001
